region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,total_days,yield_kg_per_hectare,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
0,3,35.56,7.25,30.03,146.62,50.0,11.29,3,0,11.01,92.0,3089.25,12.81,81.22,0.36,0,1,1,0,10,2,2,0,0
2,2,22.05,7.31,31.89,63.73,81.84,4.45,2,1,8.78,110.78,5655.89,15.59,84.65,0.73,0,1,1,2,20,3,2,0,2
0,2,35.45,5.79,32.09,54.98,81.0,8.1,1,2,25.4,116.35,4929.2,23.42,76.52,0.24,0,1,2,0,10,1,2,0,0
4,3,8.42,7.11,29.35,171.2,67.47,5.82,2,2,21.43,99.26,4260.66,14.11,76.74,0.73,2,1,1,2,30,3,2,0,0
2,3,41.28,7.33,20.91,280.09,62.59,4.63,1,0,12.65,144.66,3936.18,25.96,73.81,0.87,2,0,1,0,10,3,2,0,2
0,0,38.54,7.39,31.87,294.82,64.83,8.92,0,2,32.33,123.13,2730.68,19.68,74.24,0.48,3,1,1,0,10,0,2,0,0
1,0,15.04,6.62,18.25,249.6,69.33,8.66,3,1,34.58,121.53,5963.79,22.53,81.71,0.81,3,1,1,2,30,0,0,0,2
2,3,30.08,6.31,27.08,148.02,50.48,6.71,0,0,45.07,134.5,5290.55,16.55,83.41,0.62,0,1,1,0,20,3,2,0,2
0,1,31.85,5.74,32.68,61.82,82.55,4.34,1,1,31.78,122.99,2466.11,30.82,85.92,0.65,2,0,2,0,20,1,2,0,0
1,1,22.94,6.22,21.15,287.79,81.32,4.95,2,1,48.62,122.12,5261.18,23.45,72.51,0.79,1,1,1,2,20,3,2,0,2
2,4,6.54,7.2,31.37,93.09,59.15,5.67,3,1,16.22,132.58,4452.75,29.93,76.24,0.3,2,1,1,2,30,2,2,0,0
1,0,15.51,6.27,24.85,216.88,79.75,7.83,2,0,20.44,128.78,4512.44,22.92,74.93,0.47,3,1,1,2,30,0,2,0,0
1,3,38.26,6.86,26.16,258.94,79.5,6.42,1,1,50.47,144.93,5556.91,12.14,88.07,0.45,0,0,1,0,10,2,2,0,2
3,1,22.51,5.58,27.0,294.52,63.9,9.3,2,1,40.16,150.59,3277.09,16.9,71.27,0.51,3,1,1,2,20,1,2,0,0
0,2,32.54,6.63,22.48,256.87,40.68,8.18,2,2,47.61,119.51,2639.57,12.93,70.59,0.88,1,1,1,0,20,3,2,0,0
1,2,39.11,6.22,27.6,227.28,39.74,8.28,0,0,29.93,109.86,5490.07,27.49,88.86,0.95,0,0,1,0,10,3,2,0,2
0,2,5.61,6.23,27.1,168.61,42.66,5.05,0,0,46.62,126.69,2896.83,15.04,82.56,0.88,3,1,1,2,30,0,2,0,0
3,1,12.62,7.44,20.25,255.31,61.11,5.07,0,2,14.24,115.78,2349.86,31.6,85.52,0.51,0,1,1,2,30,3,2,0,0
4,1,33.01,5.57,27.25,85.42,82.59,8.25,0,2,39.31,93.36,3665.9,21.22,73.49,0.68,1,0,1,0,20,1,2,0,0
1,0,23.6,6.86,26.38,248.53,70.17,6.48,2,0,26.92,115.77,4398.46,23.0,74.77,0.45,3,1,1,2,20,0,2,0,0
2,4,22.77,5.24,19.42,73.37,77.45,7.13,3,0,38.36,114.49,4694.89,27.96,78.59,0.39,1,1,1,2,20,1,0,0,0
1,3,36.09,6.55,35.1,236.9,59.26,5.36,1,0,18.82,92.35,5027.58,11.71,79.58,0.35,2,0,2,0,10,2,1,0,0
3,3,30.6,6.56,24.17,260.8,49.03,8.74,0,2,46.81,139.34,6249.69,32.87,84.18,0.65,3,1,1,0,20,0,2,0,2
1,3,25.42,6.93,24.36,262.33,86.46,4.28,1,2,4.73,132.34,5216.52,30.15,89.82,0.5,2,1,1,2,20,3,2,0,2
1,4,35.33,6.24,31.14,126.22,88.22,8.08,3,0,20.91,141.0,3661.62,27.87,74.38,0.57,0,1,1,0,10,3,2,0,0
2,3,37.24,5.59,24.18,190.05,59.19,11.11,1,1,21.0,130.22,5679.51,11.46,70.82,0.75,0,1,1,0,10,1,2,0,2
0,4,31.07,6.84,26.86,261.95,81.95,4.51,0,2,35.92,147.66,3159.84,16.06,84.19,0.51,2,0,1,0,20,3,2,0,0
3,4,16.83,7.36,22.91,69.9,65.7,9.31,1,1,15.17,129.42,3157.44,31.05,84.3,0.89,1,1,1,2,30,3,2,0,0
0,1,22.09,6.24,32.04,227.94,68.21,4.84,2,2,25.65,136.63,4141.82,31.13,85.08,0.41,0,1,2,2,20,2,2,0,0
3,1,49.92,5.49,28.38,81.85,88.15,6.1,3,2,43.01,103.34,5090.05,14.18,79.03,0.47,1,0,1,1,10,1,2,0,2
4,1,41.18,7.15,22.09,233.01,73.84,8.82,3,2,16.5,127.04,5034.95,28.67,70.68,0.63,1,0,1,0,10,3,2,0,2
4,3,20.23,7.22,27.64,148.42,89.51,5.8,3,0,27.62,144.26,4720.77,20.81,75.39,0.84,0,1,1,2,20,3,2,0,2
3,0,40.82,6.49,15.86,152.52,59.92,3.09,2,1,5.15,149.87,3594.18,13.73,76.23,0.68,0,0,1,0,10,3,0,0,2
2,2,21.33,7.05,17.97,219.11,44.32,8.45,0,2,19.99,113.46,4527.68,26.01,87.7,0.73,2,1,1,2,20,3,0,0,2
3,1,29.44,5.75,34.02,289.26,80.55,7.47,3,2,8.04,153.51,3942.47,23.18,79.8,0.81,0,1,2,2,20,1,1,0,2
4,2,9.82,6.88,23.51,175.88,81.04,8.15,3,0,41.04,98.58,3727.06,20.42,78.54,0.86,0,1,1,2,30,3,2,0,0
3,4,21.09,6.59,31.46,152.93,70.89,8.27,2,2,19.84,118.97,3630.58,14.36,73.21,0.74,3,1,1,2,20,0,2,0,0
2,3,42.85,7.07,13.88,286.96,69.78,9.15,0,0,21.04,108.49,3670.92,23.95,70.95,0.77,1,0,1,0,10,3,0,0,2
2,4,24.04,6.16,26.35,268.84,73.2,7.18,2,2,24.51,121.91,4977.78,10.57,87.83,0.62,2,1,1,2,20,3,2,0,2
0,1,46.62,6.05,32.08,74.99,80.99,6.35,1,1,32.35,131.08,2709.96,30.22,86.54,0.68,2,0,2,1,10,3,2,0,0
2,1,25.54,7.22,13.3,118.39,72.17,4.42,1,1,41.41,98.31,3372.54,14.84,80.5,0.97,1,1,1,2,20,3,0,0,2
1,3,23.81,6.77,32.46,142.89,42.05,6.39,3,0,36.04,130.53,4890.55,28.25,72.61,0.73,1,1,2,2,20,3,2,0,2
4,2,36.2,5.95,14.65,214.99,63.23,5.32,0,2,35.93,142.51,4991.82,24.06,72.09,0.67,1,0,1,0,10,1,0,0,2
2,1,31.67,6.64,33.88,225.05,82.06,9.22,1,0,42.94,94.93,3297.94,26.93,73.95,0.72,1,1,2,0,20,3,2,0,0
3,3,12.74,5.95,25.86,249.6,44.33,8.93,1,0,49.54,157.24,4661.29,17.34,88.79,0.57,2,1,1,2,30,1,2,0,0
4,2,16.17,5.59,34.38,265.1,57.65,9.44,2,0,50.21,100.59,5245.83,35.28,79.43,0.78,3,1,2,2,30,1,1,0,2
1,1,31.32,6.76,18.43,68.79,80.09,7.34,3,1,10.2,116.31,2772.15,17.08,87.99,0.61,0,1,1,0,20,3,0,0,0
1,0,17.64,7.05,18.28,115.44,42.19,7.11,1,1,27.16,93.36,5995.62,29.64,71.21,0.85,2,1,1,2,30,3,0,0,2
4,4,33.24,7.23,20.19,195.11,73.89,4.57,0,2,43.49,114.63,5345.97,24.61,84.59,0.9,0,0,1,0,20,3,2,0,2
1,2,41.61,5.82,12.35,223.68,60.47,8.19,1,0,31.15,92.98,4249.99,30.49,70.09,0.69,2,1,1,0,10,1,0,0,2
0,2,18.86,5.37,27.32,228.7,47.45,6.47,0,2,13.89,113.0,5824.2,33.81,87.21,0.69,3,1,1,2,30,1,2,0,2
0,0,25.23,5.65,29.57,272.16,50.76,8.76,3,1,24.94,107.03,4972.74,16.49,81.2,0.82,3,1,1,2,20,1,2,0,2
2,2,10.54,7.06,22.46,195.54,66.76,6.68,1,2,11.37,148.19,4676.71,12.31,87.09,0.64,0,1,1,2,30,3,2,0,0
4,0,29.97,7.53,31.19,285.63,65.19,6.1,0,0,8.54,126.06,5160.45,26.66,74.61,0.43,2,1,1,2,20,2,2,0,0
2,0,27.0,7.37,35.14,117.67,72.33,4.69,1,2,29.7,101.87,5567.97,27.84,77.67,0.64,1,1,2,2,20,3,1,0,2
0,3,27.79,7.07,23.66,233.19,52.36,9.98,1,2,43.3,134.25,5515.98,27.47,71.28,0.84,1,1,1,2,20,3,2,0,2
4,2,35.7,5.97,23.88,230.89,58.72,8.1,2,2,47.93,135.62,4644.1,13.85,81.31,0.49,1,0,1,0,10,1,2,0,0
2,0,52.07,7.66,28.24,288.37,85.07,7.38,0,1,2.86,130.56,2341.11,32.87,73.07,0.51,3,0,1,1,5,0,2,0,0
4,2,41.67,5.81,33.92,270.96,49.29,7.59,0,2,48.27,111.72,4153.89,31.85,87.86,0.5,0,0,2,0,10,1,2,0,0
0,3,11.22,6.41,27.88,239.93,69.49,8.04,0,1,47.81,99.16,2751.28,28.83,88.42,0.57,1,1,1,2,30,3,2,0,0
0,4,20.34,5.61,24.71,302.46,55.44,8.13,2,2,15.12,111.19,3963.96,25.3,76.22,0.62,2,1,1,2,20,1,2,0,0
4,0,26.29,6.77,34.0,71.87,58.87,5.8,3,2,26.82,134.69,3205.54,25.62,89.25,0.29,2,1,2,2,20,2,2,0,0
4,0,26.88,6.92,17.44,92.37,57.93,7.56,0,0,26.35,145.45,2408.7,21.7,76.31,0.5,3,1,1,2,20,0,0,0,0
3,3,35.88,5.82,20.58,215.53,86.7,8.47,2,0,19.7,124.9,4373.7,35.11,88.69,0.29,3,1,1,0,10,1,2,0,0
2,2,39.98,5.66,26.41,228.08,76.08,10.0,3,1,37.62,132.32,2262.57,25.54,88.75,0.4,2,0,1,0,10,1,2,0,0
3,3,31.02,6.96,25.39,235.01,81.15,3.49,1,1,40.16,133.23,4863.01,23.71,73.92,0.91,3,0,1,0,20,0,2,0,2
4,0,16.84,6.98,31.76,85.08,45.09,6.34,2,1,22.25,146.12,3452.37,19.33,75.39,0.6,0,1,1,2,30,3,2,0,0
3,0,9.9,6.79,23.1,269.02,45.98,5.11,2,2,12.47,100.32,4555.81,17.41,88.02,0.76,1,1,1,2,30,3,2,0,0
1,1,25.79,6.87,23.41,178.0,50.89,6.88,2,0,31.81,114.53,5852.41,23.19,71.0,0.79,1,1,1,2,20,3,2,0,2
0,4,26.74,6.6,26.37,260.8,82.64,4.03,0,2,37.86,138.72,3203.4,15.91,83.76,0.61,2,0,1,2,20,3,2,0,0
0,3,22.52,5.5,31.11,258.7,57.46,8.13,2,0,27.33,114.53,5066.2,21.53,76.82,0.46,1,1,1,2,20,1,2,0,0
0,2,30.04,6.45,26.45,231.68,43.09,7.27,2,2,51.34,135.61,2597.68,13.47,70.97,0.91,1,1,1,0,20,3,2,0,0
0,0,39.18,5.55,24.87,183.1,68.63,8.08,3,1,31.82,100.19,5369.41,31.92,70.81,0.58,2,0,1,0,10,1,2,0,2
2,2,38.55,7.09,24.28,176.68,57.33,6.57,3,2,42.76,101.82,4578.99,20.0,84.42,0.91,3,0,1,0,10,0,2,0,2
3,0,45.97,5.72,27.86,128.99,62.52,10.46,2,1,40.3,102.04,3587.98,16.42,87.44,0.8,2,0,1,1,10,1,2,0,2
0,4,12.75,6.15,15.99,251.33,43.86,4.76,3,1,35.35,82.65,3042.59,12.47,82.14,0.93,0,1,1,2,30,3,0,0,0
1,3,21.8,5.63,25.3,178.02,82.33,8.65,3,2,41.44,122.06,5780.06,14.72,79.04,0.58,3,1,1,2,20,1,2,0,2
0,4,12.88,6.14,15.56,249.59,32.83,4.12,3,1,35.83,97.62,2969.55,12.13,82.34,0.86,0,1,1,2,30,3,0,0,0
2,2,18.92,5.97,33.55,61.46,52.82,6.71,2,0,14.78,103.78,5670.0,11.87,72.93,0.61,2,1,2,2,30,1,2,0,2
4,4,30.51,6.62,27.81,159.5,68.08,5.76,2,2,18.72,114.82,4692.04,18.49,79.24,0.49,1,0,1,0,20,2,2,0,0
4,3,43.41,6.06,26.17,217.63,76.27,8.59,0,0,12.33,131.52,1880.94,27.48,84.79,0.37,0,0,1,0,10,2,2,0,0
0,3,29.28,6.91,34.88,249.75,44.32,4.58,1,2,5.52,119.11,3949.24,27.82,85.28,0.42,3,0,2,2,20,0,1,0,0
3,4,13.97,6.39,26.7,173.36,85.44,9.45,1,0,26.0,100.64,3390.85,34.98,72.42,0.92,1,1,1,2,30,3,2,0,0
4,1,24.15,7.53,37.07,277.09,54.04,8.74,0,2,9.41,108.15,4609.48,15.98,75.05,0.75,2,1,2,2,20,3,1,0,2
1,3,41.75,6.3,23.02,273.68,93.98,5.84,1,1,47.79,145.05,5749.7,12.24,87.76,0.53,0,0,1,0,10,3,2,0,2
4,3,39.82,6.33,27.8,183.56,100.0,7.2,1,0,17.84,86.77,2532.16,18.67,84.78,0.4,2,0,1,0,10,2,2,0,0
4,1,34.39,5.72,21.02,83.85,85.5,6.47,0,2,38.54,97.64,3458.72,21.51,73.45,0.57,1,0,1,0,20,1,2,0,0
1,4,11.86,7.28,28.96,94.63,43.31,6.49,2,0,12.48,150.19,5819.99,32.72,74.29,0.42,0,1,1,2,30,2,2,0,0
1,1,10.51,6.44,19.78,234.11,52.8,8.15,2,0,47.16,109.38,5243.83,13.03,83.42,0.57,0,1,1,2,30,3,0,0,0
3,0,46.31,6.78,27.43,220.12,40.36,6.41,0,0,19.94,126.87,3255.99,21.66,82.27,0.56,3,0,1,1,10,0,2,0,0
1,3,36.56,6.24,23.61,250.73,85.45,8.04,1,1,51.48,143.75,5382.85,12.41,87.95,0.5,0,0,1,0,10,3,2,0,2
4,4,26.04,6.88,30.95,249.03,76.82,4.45,0,1,21.78,121.57,4687.26,30.03,80.4,0.9,3,1,1,2,20,0,2,0,2
3,3,32.9,6.43,21.93,214.01,45.6,7.69,3,0,21.97,118.63,2525.42,15.53,77.73,0.43,0,0,1,0,20,2,2,0,0
0,1,3.84,7.21,23.92,121.8,61.74,9.2,0,2,17.45,132.26,5263.17,28.15,82.21,0.33,3,1,1,2,30,0,2,0,0
2,4,12.13,7.48,33.37,102.57,57.85,6.39,3,1,20.61,130.75,4216.53,29.54,76.69,0.28,2,1,2,2,30,2,2,0,0
2,4,33.33,6.2,29.87,270.75,39.18,4.36,0,1,4.39,135.6,5533.15,28.18,77.97,0.42,1,0,1,0,20,2,2,0,2
3,1,23.71,6.01,23.93,274.37,71.03,10.56,2,1,34.28,146.68,3320.52,16.78,71.28,0.58,3,1,1,2,20,0,2,0,0
0,0,44.99,5.3,31.36,239.59,50.26,8.12,2,0,12.91,125.87,3443.78,26.83,75.31,0.42,0,0,1,0,10,1,2,0,0
0,4,15.55,5.85,17.27,241.42,43.57,3.14,3,1,30.3,97.06,2812.97,12.55,82.26,0.86,0,1,1,2,30,1,0,0,0
3,4,14.84,6.37,23.63,153.36,78.97,7.4,0,2,17.45,145.35,2490.9,14.24,78.95,0.58,2,1,1,2,30,3,2,0,0
0,0,42.99,5.87,29.38,141.09,61.16,5.07,3,0,14.39,141.64,3943.5,26.16,85.73,0.43,0,0,1,0,10,1,2,0,0
1,3,26.03,7.06,31.24,213.73,58.46,5.38,0,2,15.14,147.08,5185.59,20.4,83.12,0.35,3,1,1,2,20,0,2,0,0
0,4,18.46,5.8,18.29,240.25,55.04,3.86,3,1,33.84,91.01,3000.1,12.33,82.32,0.79,0,1,1,2,30,1,0,0,0
2,4,18.59,6.94,23.59,184.18,59.3,11.1,2,1,31.47,126.82,5005.84,28.06,89.31,0.43,0,1,1,2,30,2,2,0,0
1,1,10.35,7.24,21.36,246.94,87.65,5.08,3,0,46.56,140.85,2865.09,26.01,82.67,0.4,0,1,1,2,30,2,2,0,0
1,4,24.71,6.2,23.0,224.46,82.67,5.65,0,1,7.58,113.97,2463.17,30.84,70.82,0.57,2,1,1,2,20,3,2,0,0
2,1,14.29,5.38,31.89,237.11,52.89,5.1,2,1,14.63,122.68,2036.94,34.47,83.86,0.63,1,1,1,2,30,1,2,0,0
0,2,26.69,5.59,26.08,233.48,48.14,5.97,0,2,15.5,107.89,5660.79,33.55,87.33,0.65,3,1,1,2,20,1,2,0,2
2,2,31.25,7.77,34.08,90.6,82.26,7.31,2,1,28.99,137.65,4837.34,24.95,71.33,0.48,1,1,2,0,20,2,1,0,0
4,3,35.26,7.71,31.72,220.31,75.96,4.64,3,0,9.39,136.8,4181.83,31.09,76.13,0.81,3,1,1,0,10,0,2,0,2
1,3,31.0,5.49,28.94,95.67,69.09,9.89,0,1,47.68,111.13,5090.05,30.32,87.04,0.69,0,1,1,0,20,1,2,0,2
1,2,15.81,6.44,16.11,211.35,66.31,9.99,1,1,44.69,148.86,3820.32,21.34,70.11,0.5,2,1,1,2,30,3,0,0,0
3,1,26.48,7.05,29.87,248.64,56.96,8.9,1,2,43.58,100.72,5852.09,11.52,80.15,0.5,3,1,1,2,20,0,2,0,2
4,0,21.43,7.23,37.33,90.65,55.25,7.87,2,1,21.92,141.02,3479.4,19.14,76.19,0.59,0,1,2,2,20,3,1,0,0
4,1,33.12,7.12,22.75,209.88,83.0,8.67,3,2,19.28,127.57,4861.04,28.63,70.81,0.68,1,0,1,0,20,3,2,0,2
1,4,42.42,6.48,18.74,77.32,43.1,5.39,2,0,9.66,115.35,5453.9,20.23,78.31,0.53,3,0,1,0,10,0,0,0,2
1,3,11.95,7.86,23.08,191.77,91.87,6.77,0,2,49.61,108.51,5481.12,27.39,72.63,0.36,2,1,1,2,30,2,2,0,0
0,2,35.61,7.22,19.69,79.49,83.09,9.86,1,0,37.83,145.01,2349.02,9.92,72.63,0.74,2,1,1,0,10,3,0,0,0
2,3,24.09,6.41,26.13,147.08,45.53,5.33,0,0,47.53,130.26,5425.75,16.84,83.59,0.67,0,1,1,2,20,3,2,0,2
4,4,29.99,7.12,20.88,240.88,83.93,9.04,0,1,18.6,93.2,5376.96,33.53,89.53,0.31,1,1,1,2,20,2,2,0,0
4,0,26.46,7.08,31.05,62.55,37.76,6.22,2,1,21.65,145.58,3592.05,19.21,75.64,0.71,0,1,1,2,20,3,2,0,0
0,3,23.17,6.04,21.13,229.72,69.3,5.8,3,2,23.53,101.15,5947.38,18.94,84.11,0.74,0,1,1,2,20,3,2,0,2
2,2,23.99,7.29,32.54,96.01,75.29,7.65,2,1,34.55,138.83,4685.97,24.67,71.28,0.58,1,1,2,2,20,3,2,0,0
0,0,15.36,5.31,16.25,170.21,82.85,6.94,0,1,4.18,92.4,5375.05,13.71,72.59,0.7,1,1,1,2,30,1,0,0,2
0,1,35.17,6.04,32.58,73.64,87.78,4.8,1,1,30.69,130.93,2528.7,30.42,85.76,0.6,2,0,2,0,10,3,2,0,0
1,3,16.63,6.24,24.53,284.52,47.56,6.94,3,2,27.61,95.07,5792.5,16.84,89.57,0.64,1,1,1,2,30,3,2,0,2
3,4,9.34,7.52,22.32,121.12,75.46,9.88,2,1,47.9,99.1,4777.48,11.66,71.38,0.73,1,1,1,2,30,3,2,0,0
2,4,14.56,6.02,25.36,230.58,43.99,5.39,3,2,12.48,119.83,3946.42,30.78,74.98,0.72,3,1,1,2,30,0,2,0,0
1,2,9.2,7.56,16.68,56.21,40.93,5.26,2,0,37.23,94.26,4917.21,23.91,74.95,0.56,3,1,1,2,30,0,0,0,0
0,4,28.14,5.82,21.15,71.7,67.45,4.47,2,1,7.7,110.34,3435.71,25.29,73.68,0.42,0,1,1,2,20,1,2,0,0
3,4,21.34,7.31,25.32,76.02,70.55,9.1,1,1,22.28,123.69,3263.91,31.39,84.24,0.86,1,1,1,2,20,3,2,0,0
3,1,41.52,7.26,25.41,242.69,50.93,8.91,2,2,39.05,135.47,5502.88,10.01,88.68,0.73,0,0,1,0,10,3,2,0,2
2,1,35.22,5.79,12.87,204.96,49.61,3.76,3,1,8.38,115.87,3345.12,27.29,85.73,0.3,3,1,1,0,10,1,0,0,0
3,1,28.33,7.61,16.53,45.18,63.8,6.0,1,2,8.87,112.3,2874.22,10.19,76.71,0.42,1,0,1,2,20,2,0,0,0
4,1,41.12,5.54,29.59,99.88,79.32,6.45,0,2,36.05,108.17,3696.21,21.38,74.04,0.66,1,0,1,0,10,1,2,0,2
0,3,13.3,6.95,27.03,111.69,75.77,6.05,2,2,22.21,95.04,2448.06,17.3,75.5,0.75,2,1,1,2,30,3,2,0,0
3,3,12.12,5.9,23.6,206.67,49.4,6.48,1,0,39.49,151.7,4302.33,31.27,87.64,0.69,0,1,1,2,30,1,2,0,0
2,1,50.53,6.07,27.24,304.31,52.67,9.05,3,0,43.29,117.93,5163.91,25.91,77.63,0.58,3,0,1,1,5,0,2,0,2
4,2,46.83,5.88,16.05,149.32,64.02,5.71,3,2,32.54,98.4,2816.71,14.38,87.81,0.63,2,0,1,1,10,1,0,0,0
4,4,28.73,6.87,20.91,244.82,82.37,8.43,0,1,20.73,93.14,5382.71,33.31,89.42,0.41,1,1,1,2,20,2,2,0,0
1,1,16.24,7.45,24.96,180.88,45.16,7.14,2,0,29.23,120.93,5795.1,23.5,71.62,0.76,1,1,1,2,30,3,2,0,2
4,0,6.82,5.87,19.66,122.35,53.53,2.82,1,1,49.53,121.78,2878.86,27.96,77.52,0.65,2,1,1,2,30,1,0,0,0
2,1,36.89,6.54,13.98,299.76,89.31,5.82,3,1,14.2,106.27,2051.02,30.56,72.01,0.87,3,0,1,0,10,0,0,0,0
2,4,30.42,7.2,12.65,252.73,75.0,5.63,2,2,29.74,121.49,2610.22,28.05,82.72,0.35,3,1,1,0,20,0,0,0,0
4,2,39.59,5.88,14.85,221.45,60.94,3.95,0,2,40.92,142.55,5026.11,24.23,72.37,0.66,1,0,1,0,10,1,0,0,2
3,4,34.76,5.78,12.88,230.65,54.29,5.86,2,0,8.59,125.64,2630.64,22.02,85.51,0.65,0,0,1,0,20,1,0,0,0
1,1,17.5,6.35,25.56,278.1,78.92,9.58,2,0,17.0,114.2,5168.99,28.49,71.59,0.86,0,1,1,2,30,3,2,0,2
1,4,16.05,7.18,32.11,221.82,65.6,6.96,3,2,8.79,105.09,3726.65,28.08,84.45,0.43,2,1,2,2,30,2,2,0,0
4,0,32.9,6.8,21.68,128.1,42.73,9.03,2,1,36.12,116.43,5475.44,33.14,70.63,0.86,3,1,1,0,20,0,2,0,2
1,1,16.28,5.96,23.83,68.96,81.4,6.52,2,0,20.68,115.64,5799.55,20.96,72.47,0.68,1,1,1,2,30,1,2,0,2
3,4,12.9,6.52,19.04,210.13,46.3,9.78,0,0,43.66,93.6,4628.89,19.48,72.27,0.41,3,1,1,2,30,0,0,0,0
3,1,23.79,7.5,17.22,119.75,69.4,7.02,2,2,9.26,147.71,5740.36,27.53,89.73,0.34,1,0,1,2,20,2,0,0,0
1,2,33.84,5.82,30.19,72.35,68.1,8.38,1,1,37.73,145.23,4987.97,16.83,89.26,0.8,3,0,1,0,20,1,2,0,2
4,3,27.49,7.15,32.05,100.13,57.9,3.95,2,0,11.91,108.33,5238.61,16.63,70.87,0.64,0,1,2,2,20,3,2,0,2
4,4,39.11,5.54,34.49,285.95,46.85,5.75,2,2,23.92,127.43,3492.52,15.21,78.55,0.61,2,0,2,0,10,1,1,0,0
3,1,35.68,7.84,20.45,118.47,68.93,7.8,2,2,14.6,130.34,5850.97,27.99,89.14,0.26,1,0,1,0,10,2,2,0,2
3,3,0.0,7.01,22.65,202.96,58.67,5.87,0,1,16.05,104.33,4774.37,30.16,75.38,0.74,3,1,1,2,30,0,2,0,0
2,4,23.39,7.31,19.14,245.37,62.99,7.58,3,0,9.82,132.04,2570.98,34.01,74.29,0.28,1,1,1,2,20,2,0,0,0
1,0,9.64,6.22,22.51,238.92,77.51,6.52,2,0,16.81,129.03,4606.93,22.85,74.79,0.43,3,1,1,2,30,0,2,0,0
2,3,42.46,7.46,20.05,127.13,45.55,4.61,1,1,37.05,151.0,4545.85,25.06,73.65,0.8,0,0,1,0,10,3,2,0,2
3,2,33.6,6.65,26.98,66.66,55.17,5.73,0,2,24.34,98.22,2507.87,24.93,70.46,0.64,1,1,1,0,20,3,2,0,0
4,3,27.64,6.34,24.31,88.88,47.77,4.04,1,1,9.03,95.11,3305.34,34.52,80.67,0.72,2,0,1,2,20,3,2,0,0
3,1,43.04,6.84,17.95,119.98,60.44,10.53,0,1,9.0,129.99,3906.43,31.94,88.62,0.77,0,0,1,0,10,3,0,0,2
4,0,24.55,7.36,16.9,246.61,92.35,4.67,3,2,17.66,121.11,2104.31,33.03,72.55,0.44,3,1,1,2,20,0,0,0,0
3,4,38.58,6.18,26.0,280.96,60.39,4.69,3,2,11.99,115.78,3648.55,24.82,70.36,0.81,2,0,1,0,10,3,2,0,2
3,3,36.0,5.52,25.27,290.72,71.6,7.04,1,0,39.28,109.06,2756.42,26.91,86.66,0.48,0,1,1,0,10,1,2,0,0
0,1,6.29,5.8,34.45,206.16,68.15,4.81,2,2,28.08,132.72,4139.47,31.04,85.36,0.43,0,1,2,2,30,1,1,0,0
1,1,9.97,6.3,23.78,232.48,60.22,6.87,2,0,51.23,121.0,5207.89,13.01,83.46,0.7,0,1,1,2,30,3,2,0,2
1,2,14.08,7.08,19.58,77.28,48.87,5.54,2,0,34.3,93.5,4930.61,24.57,74.83,0.57,3,1,1,2,30,0,0,0,0
4,2,28.43,7.15,24.16,173.38,77.63,10.39,3,0,39.93,103.99,3933.16,20.72,78.61,0.92,0,1,1,2,20,3,2,0,2
1,0,35.37,5.74,27.94,135.29,42.54,9.7,3,0,39.01,142.9,5150.81,17.17,73.35,0.39,3,1,1,0,10,1,2,0,0
4,0,11.5,6.83,33.59,75.65,46.1,6.76,2,1,20.48,151.21,3689.03,19.33,75.67,0.66,0,1,2,2,30,3,2,0,0
3,1,37.02,7.0,22.35,151.62,78.0,4.23,1,2,50.33,139.95,5761.16,19.63,79.68,0.69,2,1,1,0,10,3,2,0,2
0,2,34.27,7.05,22.16,261.05,57.98,4.87,3,0,28.47,117.79,4445.89,16.15,82.29,0.85,2,0,1,0,20,3,2,0,2
1,1,18.24,6.6,22.79,296.38,69.9,7.32,0,1,24.37,93.67,4978.41,34.59,89.87,0.69,3,1,1,2,30,0,2,0,2
2,1,21.84,6.61,29.88,185.81,60.64,5.16,2,0,14.08,133.71,3521.37,25.73,73.49,0.88,3,1,1,2,20,0,2,0,0
4,0,26.91,7.15,16.4,75.73,52.8,4.95,0,0,29.54,137.4,2569.52,21.88,76.28,0.52,3,1,1,2,20,0,0,0,0
1,4,21.48,7.36,32.56,235.95,57.64,7.54,3,2,7.7,105.46,3565.34,28.13,84.38,0.37,2,1,2,2,20,2,2,0,0
1,0,33.21,5.55,18.68,252.66,74.89,4.27,0,1,24.8,93.54,4588.04,28.71,76.0,0.91,3,1,1,0,20,1,0,0,2
4,4,6.32,7.36,24.73,51.83,87.91,5.03,2,1,21.64,124.18,3229.44,19.24,88.01,0.41,3,1,1,2,30,0,2,0,0
3,1,32.01,6.97,23.2,178.66,44.88,6.91,2,1,31.02,119.2,4906.76,33.34,71.05,0.58,2,0,1,0,20,3,2,0,2
1,4,24.65,6.83,21.6,213.61,71.33,8.51,1,1,6.11,129.55,2087.1,22.79,79.29,0.76,3,1,1,2,20,0,2,0,0
2,2,26.29,6.09,27.02,223.07,74.01,6.52,3,2,5.44,96.14,2013.14,23.62,75.51,0.52,3,1,1,2,20,0,2,0,0
2,0,24.94,6.62,15.81,54.97,47.84,7.14,3,1,40.69,93.52,5595.55,15.84,88.17,0.82,3,1,1,2,20,0,0,0,2
